instrument,venue,open,high,low,close,volume,open_time,close_time
XAUUSD,MT5,1835.45,1853.04,1782.30,1799.90,1273,2020-01-18T02:00:00+00:00,2020-01-18T03:00:00+00:00
XAUUSD,MT5,1799.90,1819.53,1740.49,1760.12,1185,2020-01-18T03:00:00+00:00,2020-01-18T04:00:00+00:00
XAUUSD,MT5,1760.12,1763.59,1695.92,1699.39,1000,2020-01-18T04:00:00+00:00,2020-01-18T05:00:00+00:00
XAUUSD,MT5,1699.39,1702.42,1678.96,1681.99,1389,2020-01-18T05:00:00+00:00,2020-01-18T06:00:00+00:00
XAUUSD,MT5,1681.99,1702.12,1680.69,1700.82,1483,2020-01-18T06:00:00+00:00,2020-01-18T07:00:00+00:00
XAUUSD,MT5,1700.82,1715.22,1678.98,1693.37,1854,2020-01-18T07:00:00+00:00,2020-01-18T08:00:00+00:00
XAUUSD,MT5,1693.37,1702.82,1688.77,1698.22,1169,2020-01-18T08:00:00+00:00,2020-01-18T09:00:00+00:00
XAUUSD,MT5,1698.22,1738.79,1685.42,1725.99,1440,2020-01-18T09:00:00+00:00,2020-01-18T10:00:00+00:00
XAUUSD,MT5,1725.99,1766.46,1720.05,1760.52,1072,2020-01-18T10:00:00+00:00,2020-01-18T11:00:00+00:00
XAUUSD,MT5,1760.52,1770.40,1748.60,1758.49,800,2020-01-18T11:00:00+00:00,2020-01-18T12:00:00+00:00
XAUUSD,MT5,1758.49,1797.53,1755.32,1794.36,918,2020-01-18T12:00:00+00:00,2020-01-18T13:00:00+00:00
XAUUSD,MT5,1794.36,1800.28,1790.72,1796.64,841,2020-01-18T13:00:00+00:00,2020-01-18T14:00:00+00:00
XAUUSD,MT5,1796.64,1820.21,1750.44,1774.01,1210,2020-01-18T14:00:00+00:00,2020-01-18T15:00:00+00:00
XAUUSD,MT5,1774.01,1777.23,1754.85,1758.07,1001,2020-01-18T15:00:00+00:00,2020-01-18T16:00:00+00:00
XAUUSD,MT5,1758.07,1785.11,1692.22,1719.26,1122,2020-01-18T16:00:00+00:00,2020-01-18T17:00:00+00:00
XAUUSD,MT5,1719.26,1722.61,1692.97,1696.32,1787,2020-01-18T17:00:00+00:00,2020-01-18T18:00:00+00:00
XAUUSD,MT5,1696.32,1705.00,1678.37,1687.04,852,2020-01-18T18:00:00+00:00,2020-01-18T19:00:00+00:00
XAUUSD,MT5,1687.04,1709.42,1684.93,1707.31,911,2020-01-18T19:00:00+00:00,2020-01-18T20:00:00+00:00
XAUUSD,MT5,1707.31,1768.68,1690.38,1751.75,1505,2020-01-18T20:00:00+00:00,2020-01-18T21:00:00+00:00
XAUUSD,MT5,1751.75,1752.23,1715.14,1715.62,1108,2020-01-18T21:00:00+00:00,2020-01-18T22:00:00+00:00
XAUUSD,MT5,1715.62,1726.71,1714.47,1725.56,1446,2020-01-18T22:00:00+00:00,2020-01-18T23:00:00+00:00
XAUUSD,MT5,1725.56,1747.46,1676.75,1698.65,1700,2020-01-18T23:00:00+00:00,2020-01-19T00:00:00+00:00
XAUUSD,MT5,1698.65,1740.35,1668.89,1710.59,1293,2020-01-19T00:00:00+00:00,2020-01-19T01:00:00+00:00
XAUUSD,MT5,1710.59,1717.55,1700.09,1707.04,1063,2020-01-19T01:00:00+00:00,2020-01-19T02:00:00+00:00
XAUUSD,MT5,1707.04,1707.22,1660.43,1660.61,1954,2020-01-19T02:00:00+00:00,2020-01-19T03:00:00+00:00
XAUUSD,MT5,1660.61,1689.68,1654.64,1683.71,942,2020-01-19T03:00:00+00:00,2020-01-19T04:00:00+00:00
XAUUSD,MT5,1683.71,1688.51,1663.50,1668.31,994,2020-01-19T04:00:00+00:00,2020-01-19T05:00:00+00:00
XAUUSD,MT5,1668.31,1681.09,1642.03,1654.81,1010,2020-01-19T05:00:00+00:00,2020-01-19T06:00:00+00:00
XAUUSD,MT5,1654.81,1657.06,1626.04,1628.29,1638,2020-01-19T06:00:00+00:00,2020-01-19T07:00:00+00:00
XAUUSD,MT5,1628.29,1631.59,1608.91,1612.21,1988,2020-01-19T07:00:00+00:00,2020-01-19T08:00:00+00:00
XAUUSD,MT5,1612.21,1629.24,1605.37,1622.40,1015,2020-01-19T08:00:00+00:00,2020-01-19T09:00:00+00:00
XAUUSD,MT5,1622.40,1623.75,1616.28,1617.62,1338,2020-01-19T09:00:00+00:00,2020-01-19T10:00:00+00:00
XAUUSD,MT5,1617.62,1625.45,1617.61,1625.43,1943,2020-01-19T10:00:00+00:00,2020-01-19T11:00:00+00:00
XAUUSD,MT5,1625.43,1664.14,1595.40,1634.10,1970,2020-01-19T11:00:00+00:00,2020-01-19T12:00:00+00:00
XAUUSD,MT5,1634.10,1684.33,1616.38,1666.61,1540,2020-01-19T12:00:00+00:00,2020-01-19T13:00:00+00:00
XAUUSD,MT5,1666.61,1671.12,1653.35,1657.87,1064,2020-01-19T13:00:00+00:00,2020-01-19T14:00:00+00:00
XAUUSD,MT5,1657.87,1660.97,1618.27,1621.37,1102,2020-01-19T14:00:00+00:00,2020-01-19T15:00:00+00:00
XAUUSD,MT5,1621.37,1659.52,1609.19,1647.35,1681,2020-01-19T15:00:00+00:00,2020-01-19T16:00:00+00:00
XAUUSD,MT5,1647.35,1657.93,1628.41,1638.99,1260,2020-01-19T16:00:00+00:00,2020-01-19T17:00:00+00:00
XAUUSD,MT5,1638.99,1688.95,1616.47,1666.44,1794,2020-01-19T17:00:00+00:00,2020-01-19T18:00:00+00:00
XAUUSD,MT5,1666.44,1681.03,1661.26,1675.86,1436,2020-01-19T18:00:00+00:00,2020-01-19T19:00:00+00:00
XAUUSD,MT5,1675.86,1690.27,1657.96,1672.38,859,2020-01-19T19:00:00+00:00,2020-01-19T20:00:00+00:00
XAUUSD,MT5,1672.38,1705.02,1648.32,1680.96,1543,2020-01-19T20:00:00+00:00,2020-01-19T21:00:00+00:00
XAUUSD,MT5,1680.96,1743.64,1668.01,1730.68,1112,2020-01-19T21:00:00+00:00,2020-01-19T22:00:00+00:00
XAUUSD,MT5,1730.68,1786.39,1729.55,1785.25,924,2020-01-19T22:00:00+00:00,2020-01-19T23:00:00+00:00
XAUUSD,MT5,1785.25,1797.12,1775.04,1786.91,1791,2020-01-19T23:00:00+00:00,2020-01-20T00:00:00+00:00
XAUUSD,MT5,1786.91,1793.00,1784.91,1791.01,1705,2020-01-20T00:00:00+00:00,2020-01-20T01:00:00+00:00
XAUUSD,MT5,1791.01,1825.65,1785.31,1819.95,1124,2020-01-20T01:00:00+00:00,2020-01-20T02:00:00+00:00
XAUUSD,MT5,1819.95,1837.74,1779.01,1796.81,1340,2020-01-20T02:00:00+00:00,2020-01-20T03:00:00+00:00
XAUUSD,MT5,1796.81,1816.44,1785.97,1805.60,1476,2020-01-20T03:00:00+00:00,2020-01-20T04:00:00+00:00
XAUUSD,MT5,1805.60,1814.17,1796.13,1804.70,1234,2020-01-20T04:00:00+00:00,2020-01-20T05:00:00+00:00
XAUUSD,MT5,1804.70,1831.73,1785.98,1813.01,801,2020-01-20T05:00:00+00:00,2020-01-20T06:00:00+00:00
XAUUSD,MT5,1813.01,1817.26,1786.04,1790.29,1728,2020-01-20T06:00:00+00:00,2020-01-20T07:00:00+00:00
XAUUSD,MT5,1790.29,1798.33,1739.88,1747.91,1575,2020-01-20T07:00:00+00:00,2020-01-20T08:00:00+00:00
XAUUSD,MT5,1747.91,1749.70,1692.42,1694.21,914,2020-01-20T08:00:00+00:00,2020-01-20T09:00:00+00:00
XAUUSD,MT5,1694.21,1706.79,1653.27,1665.86,1363,2020-01-20T09:00:00+00:00,2020-01-20T10:00:00+00:00
XAUUSD,MT5,1665.86,1669.04,1651.07,1654.25,1369,2020-01-20T10:00:00+00:00,2020-01-20T11:00:00+00:00
XAUUSD,MT5,1654.25,1678.14,1622.92,1646.81,871,2020-01-20T11:00:00+00:00,2020-01-20T12:00:00+00:00
XAUUSD,MT5,1646.81,1720.10,1621.88,1695.17,1356,2020-01-20T12:00:00+00:00,2020-01-20T13:00:00+00:00
XAUUSD,MT5,1695.17,1735.31,1683.20,1723.34,1034,2020-01-20T13:00:00+00:00,2020-01-20T14:00:00+00:00
XAUUSD,MT5,1723.34,1742.25,1679.54,1698.45,1870,2020-01-20T14:00:00+00:00,2020-01-20T15:00:00+00:00
XAUUSD,MT5,1698.45,1724.08,1681.52,1707.14,918,2020-01-20T15:00:00+00:00,2020-01-20T16:00:00+00:00
XAUUSD,MT5,1707.14,1713.33,1690.37,1696.56,1425,2020-01-20T16:00:00+00:00,2020-01-20T17:00:00+00:00
XAUUSD,MT5,1696.56,1697.86,1687.85,1689.15,1011,2020-01-20T17:00:00+00:00,2020-01-20T18:00:00+00:00
XAUUSD,MT5,1689.15,1701.92,1680.88,1693.66,1016,2020-01-20T18:00:00+00:00,2020-01-20T19:00:00+00:00
XAUUSD,MT5,1693.66,1718.40,1684.53,1709.27,1184,2020-01-20T19:00:00+00:00,2020-01-20T20:00:00+00:00
XAUUSD,MT5,1709.27,1720.49,1689.19,1700.40,1430,2020-01-20T20:00:00+00:00,2020-01-20T21:00:00+00:00
XAUUSD,MT5,1700.40,1731.42,1696.55,1727.56,1228,2020-01-20T21:00:00+00:00,2020-01-20T22:00:00+00:00
XAUUSD,MT5,1727.56,1738.85,1686.74,1698.03,1302,2020-01-20T22:00:00+00:00,2020-01-20T23:00:00+00:00
XAUUSD,MT5,1698.03,1700.40,1695.63,1698.00,1046,2020-01-20T23:00:00+00:00,2020-01-21T00:00:00+00:00
XAUUSD,MT5,1698.00,1774.72,1688.55,1765.27,1639,2020-01-21T00:00:00+00:00,2020-01-21T01:00:00+00:00
XAUUSD,MT5,1765.27,1789.29,1746.97,1770.99,919,2020-01-21T01:00:00+00:00,2020-01-21T02:00:00+00:00
XAUUSD,MT5,1770.99,1833.84,1746.42,1809.27,1351,2020-01-21T02:00:00+00:00,2020-01-21T03:00:00+00:00
XAUUSD,MT5,1809.27,1827.79,1793.03,1811.55,1543,2020-01-21T03:00:00+00:00,2020-01-21T04:00:00+00:00
XAUUSD,MT5,1811.55,1845.35,1793.39,1827.20,1955,2020-01-21T04:00:00+00:00,2020-01-21T05:00:00+00:00
XAUUSD,MT5,1827.20,1844.87,1807.77,1825.44,1705,2020-01-21T05:00:00+00:00,2020-01-21T06:00:00+00:00
XAUUSD,MT5,1825.44,1831.05,1814.96,1820.57,971,2020-01-21T06:00:00+00:00,2020-01-21T07:00:00+00:00
XAUUSD,MT5,1820.57,1832.73,1787.05,1799.21,1996,2020-01-21T07:00:00+00:00,2020-01-21T08:00:00+00:00
XAUUSD,MT5,1799.21,1817.77,1792.09,1810.65,874,2020-01-21T08:00:00+00:00,2020-01-21T09:00:00+00:00
XAUUSD,MT5,1810.65,1818.38,1779.74,1787.47,1188,2020-01-21T09:00:00+00:00,2020-01-21T10:00:00+00:00
XAUUSD,MT5,1787.47,1812.78,1779.90,1805.20,1898,2020-01-21T10:00:00+00:00,2020-01-21T11:00:00+00:00
XAUUSD,MT5,1805.20,1842.19,1797.64,1834.62,1767,2020-01-21T11:00:00+00:00,2020-01-21T12:00:00+00:00
XAUUSD,MT5,1834.62,1860.06,1819.09,1844.53,1191,2020-01-21T12:00:00+00:00,2020-01-21T13:00:00+00:00
XAUUSD,MT5,1844.53,1845.72,1835.23,1836.42,1398,2020-01-21T13:00:00+00:00,2020-01-21T14:00:00+00:00
XAUUSD,MT5,1836.42,1853.30,1831.89,1848.76,1753,2020-01-21T14:00:00+00:00,2020-01-21T15:00:00+00:00
XAUUSD,MT5,1848.76,1849.13,1839.65,1840.01,1501,2020-01-21T15:00:00+00:00,2020-01-21T16:00:00+00:00
XAUUSD,MT5,1840.01,1873.79,1832.03,1865.81,1060,2020-01-21T16:00:00+00:00,2020-01-21T17:00:00+00:00
XAUUSD,MT5,1865.81,1886.93,1793.92,1815.05,1031,2020-01-21T17:00:00+00:00,2020-01-21T18:00:00+00:00
XAUUSD,MT5,1815.05,1832.34,1788.43,1805.73,837,2020-01-21T18:00:00+00:00,2020-01-21T19:00:00+00:00
XAUUSD,MT5,1805.73,1827.86,1730.28,1752.41,1507,2020-01-21T19:00:00+00:00,2020-01-21T20:00:00+00:00
